LONGITUDE,LATITUDE,ETAPA,UNIDADE_LEITURA,TEMPO,TIPO
-44.7792998,-4.2124572,13,BL13B001,0.4,U
-44.7787868,-4.2125266,13,BL13B001,0.26,U
-44.7787877,-4.2124552,13,BL13B001,0.36,U
-44.7793765,-4.2124675,13,BL13B001,0.35,U
-44.7782127,-4.2125662,13,BL13B001,0.22,U
-44.7774399,-4.2116246,13,BL13B001,3,U
-44.7791165,-4.2130733,13,BL13B001,0.54,U
-44.7794147,-4.2130166,13,BL13B001,0.31,U
-44.7784846,-4.2130852,13,BL13B001,0.58,U
-44.7793678,-4.2128315,13,BL13B001,0.41,U
-44.7779447,-4.2107189,13,BL13B001,0.27,U
-44.77853328,-4.21300333,13,BL13B001,6.08,U
-44.7788057,-4.2133549,13,BL13B001,0.58,U
-44.778752,-4.213097,13,BL13B001,1.09,U
-44.778462,-4.2112817,13,BL13B001,0.42,U
-44.7775134,-4.2128455,13,BL13B001,0.35,U
-44.777927,-4.2106476,13,BL13B001,0.19,U
-44.7796509,-4.2124401,13,BL13B001,1.53,U
-44.7789929,-4.2114279,13,BL13B001,0.46,U
-44.780672,-4.2127175,13,BL13B001,0.16,U
-44.7779497,-4.2107799,13,BL13B001,0.4,U
-44.7783422,-4.2107372,13,BL13B001,0.22,U
-44.7777027,-4.2116187,13,BL13B001,0.24,U
-44.7795021,-4.2130174,13,BL13B001,0.44,U
-44.7780098,-4.2106884,13,BL13B001,0.14,U
-44.7795772,-4.2132856,13,BL13B001,0.31,U
-44.77812882,-4.21212983,13,BL13B001,0.27,U
-44.779515,-4.2130703,13,BL13B001,0.25,U
-44.7775578,-4.2129558,13,BL13B001,4.15,U
-44.7793832,-4.2125372,13,BL13B001,0.29,U
-44.7786558,-4.2130334,13,BL13B001,0.41,U
-44.7780152,-4.2106633,13,BL13B001,0.24,U
-44.7777907,-4.2129651,13,BL13B001,0.18,U
-44.7796081,-4.2138453,13,BL13B001,0.1,U
-44.7780964,-4.2115746,13,BL13B001,0.56,U
-44.7780661,-4.2114241,13,BL13B001,0.27,U
-44.7792449,-4.2119748,13,BL13B001,0.17,U
-44.7780295,-4.2112643,13,BL13B001,0.25,U
-44.7773109,-4.2107971,13,BL13B001,0.24,U
-44.7806681,-4.2130949,13,BL13B001,0.41,U
-44.7796332,-4.2122893,13,BL13B001,0.41,U
-44.777818,-4.2116177,13,BL13B001,0.17,U
-44.778026,-4.2113186,13,BL13B001,0.27,U
-44.7780244,-4.2112604,13,BL13B001,0.14,U
-44.7773494,-4.2109656,13,BL13B001,0.19,U
-44.780636,-4.2131275,13,BL13B001,1.02,U
-44.7806476,-4.2126045,13,BL13B001,0.28,U
-44.7806038,-4.2132006,13,BL13B001,0.39,U
-44.7806164,-4.2128202,13,BL13B001,0.32,U
-44.7789678,-4.2136129,13,BL13B001,0.16,U
-44.7803396,-4.2133816,13,BL13B001,0.23,U
-44.7806237,-4.2133148,13,BL13B001,0.57,U
-44.7773708,-4.2112495,13,BL13B001,0.36,U
-44.7780165,-4.2111845,13,BL13B001,0.15,U
-44.7789423,-4.2136006,13,BL13B001,0.48,U
-44.7781054,-4.211289,13,BL13B001,0.44,U
-44.777993,-4.2111776,13,BL13B001,0.4,U
-44.7779944,-4.2111033,13,BL13B001,0.21,U
-44.7781275,-4.2113811,13,BL13B001,0.29,U
-44.7782143,-4.2125669,13,BL13B001,0.22,U
-44.7806516,-4.2125769,13,BL13B001,0.12,U
-44.7787271,-4.2120015,13,BL13B001,0.29,U
-44.7793786,-4.2124139,13,BL13B001,3.17,U
-44.780683,-4.2129432,13,BL13B001,0.28,U
-44.7781754,-4.2119692,13,BL13B001,0.19,U
-44.7806097,-4.2124494,13,BL13B001,0.28,U
-44.7778129,-4.2125492,13,BL13B001,2.1,U
-44.7778191,-4.2125117,13,BL13B001,3.03,U
-44.7781433,-4.2121682,13,BL13B001,0.46,U
-44.7786845,-4.2130802,13,BL13B001,1.08,U
-44.7781615,-4.2125324,13,BL13B001,0.34,U
-44.7780787,-4.2115216,13,BL13B001,0.25,U
-44.7785912,-4.2130802,13,BL13B001,0.28,U
-44.7777807,-4.2116605,13,BL13B001,0.54,U
-44.7786444,-4.2130817,13,BL13B001,0.18,U
-44.7785141,-4.2130932,13,BL13B001,0.4,U
-44.7787193,-4.2130845,13,BL13B001,0.12,U
-44.7788077,-4.2132785,13,BL13B001,0.25,U
-44.7780809,-4.2118054,13,BL13B001,0.28,U
-44.7774865,-4.2120168,13,BL13B001,0.45,U
-44.7781239,-4.2119465,13,BL13B001,0.32,U
-44.7774783,-4.2121534,13,BL13B001,0.37,U
-44.7775311,-4.2122839,13,BL13B001,3.59,U
-44.7797067,-4.2126587,13,BL13B001,0.19,U
-44.7784093,-4.2130771,13,BL13B001,1.04,U
-44.7780834,-4.2117616,13,BL13B001,0.23,U
-44.77858616,-4.213079845,13,BL13B001,0.26,U
-44.778199,-4.2129107,13,BL13B001,0.25,U
-44.7785902,-4.2134596,13,BL13B001,1.22,U
-44.7780717,-4.2118697,13,BL13B001,0.37,U
-44.778048,-4.2116649,13,BL13B001,1.24,U
-44.7790847,-4.2116788,13,BL13B001,1.11,U
-44.7780297,-4.2108048,13,BL13B001,0.15,U
-44.77737171,-4.211156863333,13,BL13B001,0.18,U
-44.7788607,-4.2128918,13,BL13B001,0.26,U
-44.7781288,-4.2120548,13,BL13B001,0.21,U
-44.779243,-4.213133,13,BL13B001,1.04,U
-44.7783233,-4.210668,13,BL13B001,0.3,U
-44.7788577,-4.2129814,13,BL13B001,0.14,U
-44.7790443,-4.2130997,13,BL13B001,0.23,U
-44.779319,-4.212528,13,BL13B001,0.19,U
-44.778885,-4.2130468,13,BL13B001,0.31,U
-44.7796765,-4.2125505,13,BL13B001,0.21,U
-44.7788368,-4.212728,13,BL13B001,0.24,U
-44.7788357,-4.2127726,13,BL13B001,0.23,U
-44.7788536,-4.2129598,13,BL13B001,0.56,U
-44.7793207,-4.212555,13,BL13B001,0.21,U
-44.7786778,-4.2122092,13,BL13B001,0.18,U
-44.7790344,-4.2131103,13,BL13B001,0.25,U
-44.7791699,-4.2131274,13,BL13B001,0.22,U
-44.7790001,-4.2136208,13,BL13B001,0.21,U
-44.7802758,-4.2134225,13,BL13B001,0.24,U
-44.7795452,-4.2119315,13,BL13B001,0.38,U
-44.7799319,-4.2135901,13,BL13B001,0.27,U
-44.7789986,-4.2115724,13,BL13B001,0.51,U
-44.7795068,-4.2122748,13,BL13B001,0.45,U
-44.7791829,-4.2118437,13,BL13B001,0.18,U
-44.7800907,-4.2135515,13,BL13B001,0.39,U
-44.7790473,-4.2115887,13,BL13B001,0.19,U
-44.7798329,-4.2136161,13,BL13B001,1.12,U
-44.7793504,-4.2126322,13,BL13B001,0.16,U
-44.7801829,-4.2134924,13,BL13B001,0.22,U
-44.7792106,-4.2118961,13,BL13B001,0.15,U
-44.7799989,-4.2135753,13,BL13B001,0.17,U
-44.7790323,-4.2136328,13,BL13B001,0.14,U
-44.7789714,-4.2131723,13,BL13B001,0.19,U
-44.7792525,-4.2136639,13,BL13B001,0.22,U
-44.7781887,-4.2118779,13,BL13B001,0.21,U
-44.7792868,-4.2120672,13,BL13B001,0.25,U
-44.7790779,-4.2136471,13,BL13B001,0.22,U
-44.7785524,-4.2131535,13,BL13B001,0.59,U
-44.7779267,-4.21302108,13,BL13B001,0.32,U
-44.7799336,-4.2136466,13,BL13B001,0.3,U
-44.7797056,-4.212602,13,BL13B001,1.26,U
-44.7797144,-4.2136709,13,BL13B001,0.39,U
-44.7785957,-4.2130366,13,BL13B001,0.24,U
-44.7796121,-4.212265,13,BL13B001,0.18,U
-44.7802552,-4.2134624,13,BL13B001,0.19,U
-44.7798797,-4.2136068,13,BL13B001,0.25,U
-44.7791864,-4.2118352,13,BL13B001,0.24,U
-44.7791161,-4.2117987,13,BL13B001,0.21,U
-44.7799763,-4.2135857,13,BL13B001,0.22,U
-44.7788901,-4.2131145,13,BL13B001,1.06,U
-44.7790717,-4.2116708,13,BL13B001,0.37,U
-44.780519175,-4.212388785,13,BL13B001,0.36,U
-44.7796117,-4.2122374,13,BL13B001,0.44,U
-44.7795431,-4.2122609,13,BL13B001,0.19,U
-44.7791458,-4.2116834,13,BL13B001,0.19,U
-44.7791214,-4.2116303,13,BL13B001,0.24,U
-44.7778731,-4.2129642,13,BL13B001,2.2,U
-44.7779114,-4.213047,13,BL13B001,0.19,U
-44.7797102,-4.2126293,13,BL13B001,0.09,U
-44.7800133,-4.2136061,13,BL13B001,0.35,U
-44.7794045,-4.2136925,13,BL13B001,0.15,U
-44.7778292,-4.2129655,13,BL13B001,0.23,U
-44.7781308,-4.211702,13,BL13B001,0.09,U
-44.7795135,-4.2137068,13,BL13B001,0.18,U
-44.779315,-4.2137012,13,BL13B001,1.32,U
-44.7793695,-4.2136805,13,BL13B001,0.17,U
-44.7781277,-4.2123245,13,BL13B001,0.52,U
-44.7796663,-4.2136603,13,BL13B001,1.07,U
-44.7792765,-4.2136342,13,BL13B001,0.46,U
-44.7780746,-4.2130024,13,BL13B001,0.4,U
-44.7794523,-4.2137044,13,BL13B001,0.18,U
-44.778151,-4.2130268,13,BL13B001,0.51,U
-44.7778787,-4.2130236,13,BL13B001,0.17,U
-44.7785201,-4.2112292,13,BL13B001,0.19,U
-44.7776027,-4.2130056,13,BL13B001,1.2,U
-44.7795455,-4.2137014,13,BL13B001,0.18,U
-44.7785051,-4.2111883,13,BL13B001,0.4,U
-44.7782366,-4.213051,13,BL13B001,0.36,U
-44.7796167,-4.2134167,13,BL13B001,0.58,U
-44.7786192,-4.2116798,13,BL13B001,2.09,U
-44.7795774,-4.2140507,13,BL13B001,0.56,U
-44.7792257,-4.2136959,13,BL13B001,0.14,U
-44.7789015,-4.2136493,13,BL13B001,0.25,U
-44.7794051,-4.2126207,13,BL13B001,1.1,U
-44.7777833,-4.212989,13,BL13B001,0.41,U
-44.7782245,-4.2126189,13,BL13B001,0.45,U
-44.7779919,-4.2129882,13,BL13B001,0.23,U
-44.7792123,-4.2136606,13,BL13B001,0.24,U
-44.7789501,-4.2136399,13,BL13B001,0.15,U
-44.7777362,-4.212997,13,BL13B001,0.28,U
-44.778443,-4.2111662,13,BL13B001,0.19,U
-44.7795203,-4.213288,13,BL13B001,0.23,U
-44.7785082,-4.2114633,13,BL13B001,0.44,U
-44.77814384,-4.21171079,13,BL13B001,0.16,U
-44.7779457,-4.2129824,13,BL13B001,0.36,U
-44.7791525,-4.2136797,13,BL13B001,0.21,U
-44.7795096,-4.2130391,13,BL13B001,0.26,U
-44.7796343375,-4.213907545,13,BL13B001,0.52,U
-44.7782157,-4.2123922,13,BL13B001,2.51,U
-44.7806071,-4.2124013,13,BL13B001,0.19,U
-44.7796179,-4.2137795,13,BL13B001,0.27,U
-44.7796214,-4.2138795,13,BL13B001,0.35,U
-44.7791832,-4.2136827,13,BL13B001,0.16,U
-44.7794839,-4.2131545,13,BL13B001,0.23,U
-44.7790415,-4.213658,13,BL13B001,0.23,U
-44.779353,-4.212715,13,BL13B001,0.17,U
-44.7796138,-4.2138354,13,BL13B001,0.39,U
-44.7789728,-4.2136563,13,BL13B001,0.42,U
-44.7785899,-4.2115407,13,BL13B001,0.23,U
-44.7802641,-4.2135052,13,BL13B001,0.22,U
-44.7794985,-4.2132073,13,BL13B001,0.24,U
-44.7795771,-4.2141681,13,BL13B001,0.21,U
-44.7782209,-4.2125104,13,BL13B001,0.28,U
-44.7794395,-4.2127504,13,BL13B001,1.21,U
-44.7779399,-4.2107655,13,BL13B001,0.56,U
-44.7793796,-4.2129016,13,BL13B001,0.39,U
-44.7795586,-4.2141477,13,BL13B001,0.22,U
-44.779376,-4.2124684,13,BL13B001,0.16,U
-44.7795867,-4.2134105,13,BL13B001,0.41,U
-44.7781554,-4.2117968,13,BL13B001,0.17,U
-44.779291,-4.2137046,13,BL13B001,0.24,U
-44.779611,-4.213905,13,BL13B001,0.26,U
-44.7790035,-4.2136515,13,BL13B001,0.21,U
-44.7780487,-4.2108924,13,BL13B001,0.25,U
-44.7796,-4.2139669,13,BL13B001,0.28,U
-44.7795759,-4.2141104,13,BL13B001,0.27,U
-44.7780854,-4.211184,13,BL13B001,0.58,U
-44.7808174,-4.2133015,13,BL13B001,0.25,U
-44.77811,-4.2114729,13,BL13B001,0.24,U
-44.7807006,-4.2133376,13,BL13B001,0.36,U
-44.7780469,-4.2107252,13,BL13B001,0.14,U
-44.7780893,-4.211247,13,BL13B001,0.19,U
-44.7806524,-4.2133565,13,BL13B001,0.35,U
-44.780671773333,-4.213358763333,13,BL13B001,0.19,U
-44.7787312,-4.2121555,13,BL13B001,0.25,U
-44.7785649,-4.2114702,13,BL13B001,0.57,U
-44.7787356,-4.2120715,13,BL13B001,0.26,U
-44.7786333,-4.211755,13,BL13B001,0.16,U
-44.7793445,-4.2127478,13,BL13B001,0.13,U
-44.778664665,-4.212064865,13,BL13B001,0.59,U
-44.7784934,-4.2113888,13,BL13B001,0.19,U
-44.778553,-4.2116269,13,BL13B001,0.11,U
-44.7808421,-4.2126091,13,BL13B001,0.18,U
-44.7786719,-4.2119047,13,BL13B001,0.23,U
-44.7781623,-4.211929,13,BL13B001,0.43,U
-44.778611,-4.2116271,13,BL13B001,0.23,U
-44.7806628,-4.2126753,13,BL13B001,0.16,U
-44.7802442,-4.2135079,13,BL13B001,0.25,U
-44.7783504,-4.2107934,13,BL13B001,0.22,U
-44.7800875,-4.2135337,13,BL13B001,0.21,U
-44.7801221,-4.213582,13,BL13B001,0.35,U
-44.7787826,-4.2128466,13,BL13B001,0.41,U
-44.7787688,-4.212713,13,BL13B001,0.23,U
-44.7783719,-4.2109372,13,BL13B001,0.39,U
-44.7785989,-4.2119136,13,BL13B001,4.26,U
-44.779199,-4.2120382,13,BL13B001,0.21,U
-44.7785309,-4.211543,13,BL13B001,0.13,U
-44.7793028,-4.2124418,13,BL13B001,0.43,U
-44.7792423,-4.2121894,13,BL13B001,0.29,U
-44.7792439,-4.2122351,13,BL13B001,0.24,U
-44.7786725,-4.2130491,13,BL13B001,0.09,U
-44.7787511,-4.2126072,13,BL13B001,0.21,U
-44.77876543,-4.21274199,13,BL13B001,0.37,U
-44.7785623,-4.2116756,13,BL13B001,0.24,U
-44.7785255,-4.2130319,13,BL13B001,0.25,U
-44.7792349,-4.2121327,13,BL13B001,0.15,U
-44.7784513,-4.2130236,13,BL13B001,0.26,U
-44.7785764,-4.2117629,13,BL13B001,0.31,U
-44.7792618,-4.2122992,13,BL13B001,0.16,U
-44.7787656,-4.2127539,13,BL13B001,0.19,U
-44.7785104,-4.2114634,13,BL13B001,0.19,U
-44.7787034,-4.2123473,13,BL13B001,0.21,U
-44.779349283333,-4.21241431,13,BL13B001,0.21,U
-44.7787135,-4.2124268,13,BL13B001,0.28,U
-44.7783617,-4.2130207,13,BL13B001,0.15,U
-44.7787903,-4.2128968,13,BL13B001,0.41,U
-44.7792407,-4.2121705,13,BL13B001,0.35,U
-44.7793668,-4.2128206,13,BL13B001,0.29,U
-44.7786073,-4.2118608,13,BL13B001,1.17,U
-44.7795758,-4.2138833,13,BL13B001,0.55,U
-44.7782612,-4.2129915,13,BL13B001,0.46,U
-44.7791751,-4.2119469,13,BL13B001,0.31,U
-44.7789604,-4.2113315,13,BL13B001,0.23,U
-44.7792994,-4.2123709,13,BL13B001,0.23,U
-44.77922369,-4.212029415,13,BL13B001,0.15,U
-44.7782286,-4.2127235,13,BL13B001,0.12,U
-44.7782323,-4.2127007,13,BL13B001,1.54,U
-44.7783224,-4.2106176,13,BL13B001,0.16,U
-44.7791507,-4.2118731,13,BL13B001,0.31,U
-44.7783732,-4.2106,13,BL13B001,0.31,U
-44.7777409,-4.2129391,13,BL13B001,0.28,U
-44.780655,-4.2130226,13,BL13B001,0.39,U
-44.7780966,-4.211265,13,BL13B001,0.26,U
-44.77835502,-4.21297739,13,BL13B001,1.16,U
-44.7793826,-4.2128537,13,BL13B001,0.21,U
-44.78071644,-4.21273438,13,BL13B001,0.23,U
-44.7781124,-4.2110615,13,BL13B001,0.58,U
-44.7786681,-4.21184515,13,BL13B001,0.19,U
-44.7797958,-4.2129962,13,BL13B001,0.27,U
-44.7797985,-4.2129773,13,BL13B001,0.44,U
-44.7793084,-4.2122125,13,BL13B001,0.27,U
-44.7785849,-4.2115041,13,BL13B001,0.21,U
-44.7789996,-4.2113661,13,BL13B001,0.22,U
-44.779585706667,-4.213390676667,13,BL13B001,0.19,U
-44.7796662,-4.2124898,13,BL13B001,0.13,U
-44.7795737,-4.2120573,13,BL13B001,0.15,U
-44.779662503333,-4.21237389,13,BL13B001,0.19,U
-44.7805663,-4.2122252,13,BL13B001,0.26,U
-44.780562,-4.212289,13,BL13B001,0.25,U
-44.7801451,-4.213516,13,BL13B001,0.27,U
-44.7807933,-4.2131182,13,BL13B001,0.13,U
-44.77750705,-4.21198986,13,BL13B001,0.4,U
-44.7786723,-4.2122793,13,BL13B001,0.22,U
-44.7786729,-4.212288,13,BL13B001,0.24,U
-44.7785606,-4.2113496,13,BL13B001,0.46,U
-44.7781112,-4.2114875,13,BL13B001,0.57,U
-44.77889632,-4.21331242,13,BL13B001,0.34,U
-44.7591329,-4.2051058,13,BL13B005,1.12,U
-44.7606161,-4.2007085,13,BL13B005,0.37,U
-44.765675535,-4.20022321,13,BL13B005,2.57,U
-44.7570128,-4.2067499,13,BL13B005,0.42,U
-44.7604473,-4.2045556,13,BL13B005,1.08,U
-44.761611,-4.2014072,13,BL13B005,3.36,U
-44.7650256,-4.1981379,13,BL13B005,3.31,U
-44.7606186,-4.2009401,13,BL13B005,0.41,U
-44.7621931,-4.1988856,13,BL13B005,0.19,U
-44.7614941,-4.2023651,13,BL13B005,3,U
-44.7606235,-4.2008535,13,BL13B005,0.18,U
-44.7622098,-4.1970317,13,BL13B005,1.03,U
-44.7615691,-4.2018096,13,BL13B005,1.01,U
-44.7619534,-4.2001817,13,BL13B005,0.49,U
-44.7619361,-4.2013359,13,BL13B005,0.32,U
-44.76828179,-4.20550975,13,BL13B005,14.25,U
-44.7606471,-4.1999798,13,BL13B005,0.31,U
-44.7621224,-4.1968766,13,BL13B005,0.25,U
-44.761685,-4.2008789,13,BL13B005,1.08,U
-44.7621967,-4.1995269,13,BL13B005,1.37,U
-44.760619,-4.2001916,13,BL13B005,0.43,U
-44.7616666,-4.2013233,13,BL13B005,1.19,U
-44.7618718,-4.2001611,13,BL13B005,1.32,U
-44.7634182,-4.1950649,13,BL13B005,2.11,U
-44.7616059,-4.2016561,13,BL13B005,1.34,U
-44.7606201,-4.20019,13,BL13B005,1.12,U
-44.76772672,-4.1892224,13,BL13B005,1.35,U
-44.7616819,-4.2009483,13,BL13B005,2.02,U
-44.7616316,-4.2012456,13,BL13B005,0.22,U
-44.7691112,-4.1887293,13,BL13B005,1.29,U
-44.7613611,-4.2021427,13,BL13B005,1.41,U
-44.762078,-4.1985855,13,BL13B005,0.51,U
-44.7595835,-4.20515,13,BL13B005,1.47,U
-44.7578137,-4.2059244,13,BL13B005,1.15,U
-44.7621813,-4.1989875,13,BL13B005,0.17,U
-44.7621867,-4.1989901,13,BL13B005,0.28,U
-44.7605943,-4.2003599,13,BL13B005,0.25,U
-44.7621187,-4.1989728,13,BL13B005,1.04,U
-44.7621793,-4.1986623,13,BL13B005,0.58,U
-44.7615646,-4.2005465,13,BL13B005,0.53,U
-44.76185214,-4.200478523333,13,BL13B005,1.24,U
-44.76208094,-4.19830525,13,BL13B005,0.54,U
-44.7605833,-4.2004824,13,BL13B005,0.27,U
-44.7568795,-4.2048397,13,BL13B005,1.28,U
-44.7606534,-4.1999674,13,BL13B005,0.11,U
-44.7552956,-4.2087805,13,BL13B005,0.42,U
-44.760923,-4.2007079,13,BL13B005,1.5,U
-44.7588911,-4.2053985,13,BL13B005,1.45,U
-44.760625973333,-4.201095156667,13,BL13B005,1.19,U
-44.7605914,-4.2006701,13,BL13B005,0.37,U
-44.7607247,-4.2007311,13,BL13B005,0.22,U
-44.7616488,-4.2012671,13,BL13B005,0.23,U
-44.7658057,-4.1917836,13,BL13B005,2.3,U
-44.7612407,-4.200705,13,BL13B005,0.41,U
-44.76218,-4.1986306,13,BL13B005,0.26,U
-44.76784399,-4.20507378,13,BL13B005,0.53,U
-44.7617269,-4.2029563,13,BL13B005,1.51,U
-44.7621758,-4.1988527,13,BL13B005,0.26,U
-44.7621866,-4.1992393,13,BL13B005,1.02,U
-44.7570148,-4.2067463,13,BL13B005,3.15,U
-44.7573492,-4.2067053,13,BL13B005,2.32,U
-44.76944994,-4.20616332,13,BL13B005,1.44,U
-44.761131925,-4.20054288,13,BL13B005,0.24,U
-44.7844626,-4.2100764,13,BL13B006,0.38,U
-44.782099,-4.2151411,13,BL13B006,0.5,U
-44.785906565,-4.21077289,13,BL13B006,1.12,U
-44.7836973,-4.2112963,13,BL13B006,0.51,U
-44.7810375,-4.2132429,13,BL13B006,0.4,U
-44.7811281,-4.2131951,13,BL13B006,0.48,U
-44.782475233333,-4.214517826667,13,BL13B006,0.38,U
-44.7821859,-4.2129462,13,BL13B006,1.38,U
-44.781985,-4.213185,13,BL13B006,0.42,U
-44.7856273,-4.2098983,13,BL13B006,0.41,U
-44.7813046,-4.2149839,13,BL13B006,0.57,U
-44.7837672,-4.2110937,13,BL13B006,0.54,U
-44.7826475,-4.2144776,13,BL13B006,0.34,U
-44.7817324,-4.2150641,13,BL13B006,0.15,U
-44.7813172,-4.2148252,13,BL13B006,0.32,U
-44.7815396,-4.2145295,13,BL13B006,0.32,U
-44.7822182,-4.2124007,13,BL13B006,0.22,U
-44.7818556,-4.2131946,13,BL13B006,0.21,U
-44.7831636,-4.2112179,13,BL13B006,0.3,U
-44.7836812,-4.2103807,13,BL13B006,0.57,U
-44.7823547,-4.2128186,13,BL13B006,1.35,U
-44.784376095136,-4.210030717573,13,BL13B006,0.23,U
-44.7843099,-4.2113524,13,BL13B006,0.28,U
-44.7809769,-4.2132625,13,BL13B006,0.41,U
-44.7816933,-4.2153687,13,BL13B006,0.54,U
-44.783612,-4.2115983,13,BL13B006,0.44,U
-44.7837159,-4.2101735,13,BL13B006,0.31,U
-44.7835616,-4.2114913,13,BL13B006,0.31,U
-44.7816978,-4.2125673,13,BL13B006,0.15,U
-44.7841491,-4.2104278,13,BL13B006,0.3,U
-44.7855418,-4.2102127,13,BL13B006,1.05,U
-44.7811641,-4.2131649,13,BL13B006,0.23,U
-44.7820679,-4.2145149,13,BL13B006,0.36,U
-44.7847249,-4.2110032,13,BL13B006,0.52,U
-44.7824338,-4.2132708,13,BL13B006,0.38,U
-44.784391843333,-4.210608793333,13,BL13B006,0.5,U
-44.783785403,-4.20998892967,13,BL13B006,0.4,U
-44.7847756,-4.2109238,13,BL13B006,0.4,U
-44.7821487,-4.212977,13,BL13B006,0.37,U
-44.7806302,-4.2144962,13,BL13B006,2.36,U
-44.7820903,-4.2148342,13,BL13B006,0.32,U
-44.7838667,-4.2101382,13,BL13B006,0.58,U
-44.7843262,-4.2102765,13,BL13B006,0.43,U
-44.7845485,-4.2101839,13,BL13B006,0.35,U
-44.7838277,-4.2110463,13,BL13B006,1.12,U
-44.7820009,-4.2126537,13,BL13B006,0.26,U
-44.7816038,-4.2130186,13,BL13B006,0.37,U
-44.7818585,-4.2131791,13,BL13B006,0.28,U
-44.783801,-4.2101594,13,BL13B006,0.31,U
-44.7837039,-4.210321,13,BL13B006,0.27,U
-44.7814189,-4.2137487,13,BL13B006,0.3,U
-44.7846685,-4.2097601,13,BL13B006,0.46,U
-44.7832399,-4.2117246,13,BL13B006,0.4,U
-44.7839392,-4.2101126,13,BL13B006,1.03,U
-44.784122535,-4.211731015,13,BL13B006,1.5,U
-44.7821612,-4.2124671,13,BL13B006,0.26,U
-44.7815108,-4.2152111,13,BL13B006,0.49,U
-44.7843752,-4.2109344,13,BL13B006,0.5,U
-44.7820315,-4.2125767,13,BL13B006,0.24,U
-44.7819916,-4.2126007,13,BL13B006,0.29,U
-44.7812861,-4.2149643,13,BL13B006,0.28,U
-44.7837494,-4.2102584,13,BL13B006,1.15,U
-44.78346258,-4.210750415,13,BL13B006,9.15,U
-44.7816289,-4.2134054,13,BL13B006,0.41,U
-44.7837019,-4.2115565,13,BL13B006,0.21,U
-44.7836427,-4.2104438,13,BL13B006,0.43,U
-44.781722,-4.2148131,13,BL13B006,0.32,U
-44.7832404,-4.2114189,13,BL13B006,0.56,U
-44.7850594,-4.2104133,13,BL13B006,0.37,U
-44.783713,-4.2112301,13,BL13B006,0.17,U
-44.7824617,-4.2133013,13,BL13B006,0.28,U
-44.7835429,-4.2118822,13,BL13B006,0.3,U
-44.7821437,-4.2134686,13,BL13B006,0.27,U
-44.7822421,-4.2134683,13,BL13B006,0.38,U
-44.7813057,-4.2151624,13,BL13B006,1.3,U
-44.7816703,-4.2133421,13,BL13B006,0.27,U
-44.7816759,-4.2146237,13,BL13B006,0.38,U
-44.7835867,-4.2105801,13,BL13B006,0.49,U
-44.7817489,-4.2133353,13,BL13B006,0.3,U
-44.7857882,-4.2099165,13,BL13B006,1.01,U
-44.784914,-4.2107125,13,BL13B006,1.08,U
-44.7816746,-4.2147735,13,BL13B006,0.44,U
-44.7834052,-4.2114236,13,BL13B006,0.37,U
-44.78345948395,-4.21146097844,13,BL13B006,0.31,U
-44.7832885,-4.2110486,13,BL13B006,1.44,U
-44.7827686,-4.2144951,13,BL13B006,0.38,U
-44.7821182,-4.2131141,13,BL13B006,0.56,U
-44.7844981,-4.2097461,13,BL13B006,0.45,U
-44.7839802,-4.2116398,13,BL13B006,0.28,U
-44.7838427,-4.2115881,13,BL13B006,1.13,U
-44.7840941,-4.211691,13,BL13B006,0.18,U
-44.7821011,-4.2150391,13,BL13B006,1.42,U
-44.784006,-4.2116516,13,BL13B006,0.24,U
-44.7822466,-4.2133941,13,BL13B006,0.36,U
-44.7816625,-4.2133897,13,BL13B006,0.21,U
-44.7812753,-4.2146339,13,BL13B006,0.51,U
-44.7817651,-4.2132874,13,BL13B006,0.24,U
-44.7861967,-4.2103821,13,BL13B006,0.35,U
-44.7836954,-4.2115497,13,BL13B006,0.27,U
-44.7836529,-4.2115347,13,BL13B006,1.08,U
-44.7838916,-4.2107608,13,BL13B006,1.1,U
-44.7855421,-4.2101312,13,BL13B006,1.24,U
-44.7858361,-4.2099245,13,BL13B006,1.26,U
-44.784186,-4.2117362,13,BL13B006,0.22,U
-44.7833029,-4.2113956,13,BL13B006,1.43,U
-44.7816887,-4.2133035,13,BL13B006,0.46,U
-44.7833152,-4.2113998,13,BL13B006,0.25,U
-44.784147,-4.2117286,13,BL13B006,0.17,U
-44.7830747,-4.2112732,13,BL13B006,0.42,U
-44.781848836667,-4.216939466667,13,BL13B006,1.44,U
-44.7838283,-4.2115348,13,BL13B006,0.32,U
-44.7835541,-4.2114988,13,BL13B006,0.43,U
-44.7816231,-4.2124546,13,BL13B006,6.32,U
-44.7812259,-4.2145398,13,BL13B006,0.26,U
-44.7815979,-4.2141672,13,BL13B006,0.27,U
-44.782545,-4.211116,13,BL13B007,0.22,U
-44.7821158,-4.2116702,13,BL13B007,0.32,U
-44.7815424,-4.2101861,13,BL13B007,0.17,U
-44.7829807,-4.2099338,13,BL13B007,0.42,U
-44.7815798,-4.2117043,13,BL13B007,0.1,U
-44.7833371,-4.2107179,13,BL13B007,1.03,U
-44.7830032,-4.2098722,13,BL13B007,0.07,U
-44.7825076,-4.2100956,13,BL13B007,0.38,U
-44.7826473,-4.2094987,13,BL13B007,0.45,U
-44.7821324,-4.2102907,13,BL13B007,3.05,U
-44.7825977,-4.209727,13,BL13B007,0.31,U
-44.7818811,-4.2110725,13,BL13B007,0.48,U
