ID_INSTALACAO,LATITUDE,LONGITUDE,ETAPA,UL,TEMPO,TIPO
2134624,-2.5248324,-45.1014093,1,PH01B003,52,U
2137613,-2.524038213333,-45.10176387,1,PH01B003,27,U
2148642,-2.5248688,-45.1004339,1,PH01B003,155,U
2151238,-2.5245072,-45.0998829,1,PH01B003,112,U
2152953,-2.5253088,-45.100328,1,PH01B003,68,U
2153136,-2.5234643,-45.1009679,1,PH01B003,41,U
2170454,-2.5234123,-45.1008008,1,PH01B003,41,U
2170455,-2.523476783333,-45.101048706667,1,PH01B003,64,U
2170456,-2.52347928,-45.10115792,1,PH01B003,37,U
2170466,-2.5233727,-45.1011673,1,PH01B003,71,U
2177904,-2.5231257,-45.1007564,1,PH01B003,40,U
2177907,-2.5254706,-45.1004576,1,PH01B003,27,U
2178894,-2.524562253333,-45.099966066667,1,PH01B003,63,U
2182003,-2.5233724,-45.1006083,1,PH01B003,91,U
2184700,-2.523633403333,-45.100703033333,1,PH01B003,72,U
2190760,-2.52312358,-45.101296703333,1,PH01B003,45,U
2190762,-2.52319605,-45.1012621,1,PH01B003,42,U
2209510,-2.525287506667,-45.100051293333,1,PH01B003,31,U
2226927,-2.525426996667,-45.100101226667,1,PH01B003,25,U
2231779,-2.52509581,-45.100299236667,1,PH01B003,28,U
2233536,-2.52315892,-45.10080931,1,PH01B003,127,U
2236802,-2.52399853,-45.099922773333,1,PH01B003,29,U
2238583,-2.523310715,-45.10023566,1,PH01B003,41,U
2250725,-2.52492461,-45.09994074,1,PH01B003,24,U
2255267,-2.523362053333,-45.100326603333,1,PH01B003,49,U
2263978,-2.52315869,-45.101076623333,1,PH01B003,59,U
2264579,-2.525209136667,-45.09995685,1,PH01B003,45,U
2280382,-2.52309794,-45.100844865,1,PH01B003,67,U
2280386,-2.52316419,-45.10099415,1,PH01B003,34,U
2280388,-2.523123305,-45.101233595,1,PH01B003,35,U
2285007,-2.523111645,-45.10092123,1,PH01B003,54,U
2291660,-2.523354316667,-45.101216713333,1,PH01B003,46,U
2295859,-2.523189846667,-45.101216803333,1,PH01B003,34,U
2330274,-2.52492636,-45.101366645,1,PH01B003,48,U
2337935,-2.523168905,-45.10100713,1,PH01B003,112,U
2345288,-2.523309255,-45.10144303,1,PH01B003,40,U
2351843,-2.5245084,-45.09994467,1,PH01B003,14,U
2385347,-2.52316596,-45.101076915,1,PH01B003,28,U
2413280,-2.52355588,-45.10134563,1,PH01B003,53,U
2429202,-2.524481168948,-45.101658571512,1,PH01B003,39,U
2469685,-2.52503817,-45.1001432,1,PH01B003,78,U
290517,-2.5281458,-45.102104,1,PH01B004,77,U
290518,-2.5279717,-45.1020129,1,PH01B004,90,U
290519,-2.5281429,-45.1022841,1,PH01B004,147,U
290520,-2.5282446,-45.102329,1,PH01B004,117,U
291472,-2.5256962,-45.1028392,1,PH01B004,50,U
291473,-2.525617,-45.1028631,1,PH01B004,54,U
291474,-2.5255556,-45.1028962,1,PH01B004,36,U
291878,-2.5254578,-45.1033092,1,PH01B004,32,U
291879,-2.5255429,-45.1032845,1,PH01B004,37,U
291880,-2.5256343,-45.1032485,1,PH01B004,40,U
291881,-2.5256952,-45.1032628,1,PH01B004,30,U
291882,-2.5257536,-45.103379,1,PH01B004,151,U
291883,-2.5257081,-45.103392,1,PH01B004,49,U
291884,-2.5256127,-45.1034362,1,PH01B004,27,U
291885,-2.5255424,-45.1038484,1,PH01B004,40,U
291886,-2.5256263,-45.1038382,1,PH01B004,30,U
291887,-2.5257435,-45.1038295,1,PH01B004,34,U
291888,-2.5257578,-45.1038271,1,PH01B004,26,U
291889,-2.5258836,-45.1037652,1,PH01B004,88,U
291890,-2.5259718,-45.1038656,1,PH01B004,95,U
291891,-2.5259374,-45.1039056,1,PH01B004,82,U
291892,-2.5257373,-45.1039502,1,PH01B004,27,U
291893,-2.5256793,-45.1039727,1,PH01B004,39,U
291894,-2.5255971,-45.1039951,1,PH01B004,52,U
291895,-2.5254635,-45.1040152,1,PH01B004,42,U
291896,-2.5254169,-45.1040604,1,PH01B004,41,U
291897,-2.5253357,-45.1040639,1,PH01B004,39,U
1034955,-2.5258467,-45.1039262,1,PH01B004,61,U
1106563,-2.5260641,-45.10237,1,PH01B004,513,U
1107652,-2.528037423333,-45.102004603333,1,PH01B004,23,U
1129642,-2.5258343,-45.1033562,1,PH01B004,63,U
1143069,-2.5280034,-45.1021957,1,PH01B004,54,U
1159732,-2.5274313,-45.1054601,1,PH01B004,34,U
1159737,-2.5271656,-45.1053777,1,PH01B004,30,U
1159740,-2.5270527,-45.1053427,1,PH01B004,58,U
1159848,-2.5258741,-45.1043526,1,PH01B004,31,U
1159849,-2.5254848,-45.104474,1,PH01B004,65,U
1160739,-2.5253062,-45.1048393,1,PH01B004,128,U
1160741,-2.525705,-45.1048316,1,PH01B004,259,U
1160743,-2.5261089,-45.1038427,1,PH01B004,224,U
1162324,-2.5275633,-45.1050554,1,PH01B004,41,U
1162328,-2.5272434,-45.10498,1,PH01B004,99,U
1162329,-2.5271732,-45.1049726,1,PH01B004,71,U
1162331,-2.527149,-45.1049688,1,PH01B004,31,U
1162332,-2.5270398,-45.1049594,1,PH01B004,39,U
1162334,-2.5268467,-45.1049061,1,PH01B004,43,U
1162335,-2.5267971,-45.1049008,1,PH01B004,37,U
1162336,-2.5267005,-45.1048884,1,PH01B004,144,U
1162447,-2.525873,-45.1048264,1,PH01B004,59,U
1162932,-2.5260707,-45.1031728,1,PH01B004,64,U
1162936,-2.5263491,-45.1030634,1,PH01B004,32,U
1163347,-2.5264246,-45.102931,1,PH01B004,41,U
1163356,-2.5272018,-45.1053519,1,PH01B004,96,U
1163359,-2.5269477,-45.1052504,1,PH01B004,151,U
1163361,-2.5268815,-45.1052264,1,PH01B004,63,U
1163363,-2.5271788,-45.1060345,1,PH01B004,46,U
1166348,-2.525823,-45.1044571,1,PH01B004,51,U
1166351,-2.5257316,-45.104475,1,PH01B004,37,U
1166353,-2.525682,-45.1044925,1,PH01B004,59,U
1166357,-2.525489,-45.1045379,1,PH01B004,40,U
1202105,-2.5263118,-45.1028427,1,PH01B004,431,U
1204295,-2.526571153333,-45.104755313333,1,PH01B004,41,U
1204712,-2.5264959,-45.1041795,1,PH01B004,242,U
1204714,-2.5263258,-45.1037782,1,PH01B004,41,U
1204715,-2.5260154,-45.1044047,1,PH01B004,31,U
1204716,-2.5258378,-45.1044438,1,PH01B004,30,U
1206540,-2.5281659,-45.1018556,1,PH01B004,32,U
1219597,-2.5255045,-45.1045329,1,PH01B004,22,U
1234105,-2.528024,-45.1021105,1,PH01B004,42,U
1251199,-2.5258276,-45.1027953,1,PH01B004,59,U
1251275,-2.5283484,-45.1024622,1,PH01B004,182,U
1251776,-2.5273077,-45.1050084,1,PH01B004,599,U
1256591,-2.5252147,-45.1045301,1,PH01B004,112,U
1290018,-2.5276912,-45.1024497,1,PH01B004,45,U
1303590,-2.5261812,-45.1031325,1,PH01B004,181,U
1317010,-2.5263003,-45.103212,1,PH01B004,32,U
1336688,-2.5273322,-45.1053829,1,PH01B004,111,U
1361186,-2.5257977,-45.1028095,1,PH01B004,22,U
1365447,-2.5279078,-45.101916,1,PH01B004,1108,U
1402865,-2.526086626667,-45.103718693333,1,PH01B004,36,U
1402880,-2.5262959,-45.1043056,1,PH01B004,44,U
1411922,-2.525936,-45.1033435,1,PH01B004,796,U
1421933,-2.5278474,-45.1023107,1,PH01B004,35,U
1423323,-2.526155263333,-45.10378449,1,PH01B004,58,U
1439436,-2.5262321,-45.1038202,1,PH01B004,41,U
1459468,-2.528056185,-45.101996305,1,PH01B004,31,U
1461252,-2.5253584,-45.1039367,1,PH01B004,41,U
1469270,-2.5261972,-45.1042382,1,PH01B004,214,U
1472915,-2.526973,-45.1056306,1,PH01B004,56,U
1473704,-2.5259448,-45.1032094,1,PH01B004,41,U
1504792,-2.5252224,-45.1045894,1,PH01B004,40,U
1505215,-2.5256251,-45.1045056,1,PH01B004,88,U
1511837,-2.5283503,-45.1024177,1,PH01B004,40,U
1529119,-2.5263093,-45.1036893,1,PH01B004,41,U
1537211,-2.5262083,-45.1032476,1,PH01B004,31,U
1540601,-2.5272645,-45.1054345,1,PH01B004,35,U
1554403,-2.5275276,-45.1025102,1,PH01B004,35,U
1556047,-2.526709,-45.1028696,1,PH01B004,35,U
1558918,-2.5255687,-45.104825,1,PH01B004,28,U
1559901,-2.5274597,-45.1025972,1,PH01B004,79,U
1560691,-2.5252782,-45.1045743,1,PH01B004,29,U
1562344,-2.52604504,-45.104835396667,1,PH01B004,72,U
1563202,-2.527286116667,-45.102565026667,1,PH01B004,16,U
1568456,-2.5270982,-45.1027286,1,PH01B004,31,U
1568478,-2.5269282,-45.1028034,1,PH01B004,41,U
1570469,-2.5251849,-45.1045302,1,PH01B004,26,U
1573090,-2.5265785,-45.1048817,1,PH01B004,92,U
1585925,-2.5265463,-45.1048729,1,PH01B004,51,U
1588310,-2.5274345,-45.1025209,1,PH01B004,103,U
1636624,-2.5274339,-45.1026081,1,PH01B004,44,U
1642243,-2.52761,-45.1024677,1,PH01B004,32,U
1647711,-2.5275668,-45.1025265,1,PH01B004,41,U
1651260,-2.5280428,-45.1023059,1,PH01B004,294,U
1662073,-2.5258888,-45.1043492,1,PH01B004,28,U
1667257,-2.5254036,-45.1035105,1,PH01B004,41,U
1678337,-2.5269713,-45.1049301,1,PH01B004,156,U
1680669,-2.5269533,-45.1060875,1,PH01B004,42,U
1685092,-2.527932,-45.1018519,1,PH01B004,35,U
1689735,-2.526075693333,-45.103281106667,1,PH01B004,44,U
1701109,-2.5272919,-45.1054405,1,PH01B004,40,U
1702089,-2.5255481,-45.1044196,1,PH01B004,57,U
1704085,-2.5253205,-45.1045135,1,PH01B004,1009,U
1707505,-2.5253919,-45.1044846,1,PH01B004,114,U
1711002,-2.5272541,-45.1060085,1,PH01B004,83,U
1744239,-2.526296403333,-45.102492023333,1,PH01B004,48,U
1760831,-2.525817,-45.1027534,1,PH01B004,124,U
1764425,-2.5260176,-45.1037437,1,PH01B004,24,U
1765464,-2.5281757,-45.1018286,1,PH01B004,65,U
1776935,-2.5260988,-45.1046915,1,PH01B004,51,U
1780906,-2.5259377,-45.104344,1,PH01B004,30,U
1790556,-2.5257024,-45.1022323,1,PH01B004,42,U
1793606,-2.5273477,-45.1049582,1,PH01B004,128,U
1803378,-2.5268798,-45.1049269,1,PH01B004,46,U
1808182,-2.5275116,-45.1049911,1,PH01B004,105,U
1836398,-2.5267471,-45.1027796,1,PH01B004,36,U
1843656,-2.526364,-45.10322751,1,PH01B004,41,U
1843744,-2.5268075,-45.1027694,1,PH01B004,28,U
1846987,-2.5258023,-45.1043669,1,PH01B004,22,U
1847495,-2.5275441,-45.1049884,1,PH01B004,35,U
1849826,-2.5252414,-45.1048297,1,PH01B004,59,U
1865710,-2.5274637,-45.1050301,1,PH01B004,23,U
1867252,-2.5270482,-45.1027556,1,PH01B004,23,U
1869371,-2.5273007,-45.1025463,1,PH01B004,64,U
1877731,-2.5272646,-45.1026684,1,PH01B004,36,U
1881123,-2.5274199,-45.1054179,1,PH01B004,27,U
1885349,-2.5269609,-45.1026573,1,PH01B004,41,U
1893091,-2.5270277,-45.1057222,1,PH01B004,53,U
1893738,-2.52626246,-45.10482791,1,PH01B004,57,U
1911441,-2.5263345,-45.1027559,1,PH01B004,43,U
1913457,-2.5275347,-45.1045309,1,PH01B004,92,U
1914699,-2.5274641,-45.1045176,1,PH01B004,40,U
1921763,-2.5254357,-45.1036846,1,PH01B004,40,U
1924658,-2.5263382,-45.1031995,1,PH01B004,195,U
1933332,-2.5263301,-45.1027512,1,PH01B004,37,U
1944696,-2.5263275,-45.1029811,1,PH01B004,30,U
1944957,-2.5259151,-45.1048363,1,PH01B004,70,U
1946607,-2.5268356,-45.1028429,1,PH01B004,32,U
1954390,-2.5273164,-45.1044277,1,PH01B004,27,U
1954854,-2.5278459,-45.1018377,1,PH01B004,54,U
1957272,-2.527691776667,-45.10455845,1,PH01B004,37,U
1961990,-2.5266266,-45.1042491,1,PH01B004,125,U
1973721,-2.5258437,-45.1032179,1,PH01B004,54,U
1976509,-2.5270047,-45.1060341,1,PH01B004,34,U
1984769,-2.5272546,-45.1044039,1,PH01B004,41,U
1999357,-2.527018517,-45.10447656,1,PH01B004,68,U
2010571,-2.5259528,-45.1043945,1,PH01B004,40,U
2017405,-2.5274725,-45.1024676,1,PH01B004,22,U
2022597,-2.5274776,-45.1018259,1,PH01B004,27,U
2025921,-2.5270624,-45.1056173,1,PH01B004,43,U
2041768,-2.5271954,-45.1044016,1,PH01B004,39,U
2051291,-2.5267414,-45.1042804,1,PH01B004,52,U
2059947,-2.5270199,-45.1043392,1,PH01B004,27,U
2080109,-2.5271413,-45.1043774,1,PH01B004,23,U
2083819,-2.5260218,-45.1037372,1,PH01B004,26,U
2090005,-2.525373,-45.1047362,1,PH01B004,30,U
2097716,-2.5270965,-45.1043635,1,PH01B004,27,U
2106287,-2.5282558,-45.1023304,1,PH01B004,40,U
2110142,-2.5271132,-45.1044454,1,PH01B004,39,U
2111017,-2.5273156,-45.1026107,1,PH01B004,49,U
2114393,-2.5259603,-45.10439,1,PH01B004,38,U
2117847,-2.5269679,-45.1043257,1,PH01B004,25,U
2118652,-2.528258,-45.101808,1,PH01B004,35,U
2119085,-2.5282319,-45.1018722,1,PH01B004,26,U
2119097,-2.528215453333,-45.10191443,1,PH01B004,25,U
2119443,-2.5268295,-45.1043227,1,PH01B004,86,U
2119445,-2.5268978,-45.1043314,1,PH01B004,26,U
2119461,-2.5274406,-45.1044453,1,PH01B004,31,U
2119468,-2.5277136,-45.1043993,1,PH01B004,30,U
2119471,-2.5277392,-45.1043411,1,PH01B004,35,U
2121707,-2.52773972,-45.10443871,1,PH01B004,41,U
2121710,-2.5277008,-45.1044598,1,PH01B004,207,U
2121760,-2.5283888,-45.1020221,1,PH01B004,49,U
2121763,-2.5284529,-45.1020254,1,PH01B004,34,U
2121766,-2.5284711,-45.1020447,1,PH01B004,29,U
2121777,-2.5285201,-45.1020896,1,PH01B004,49,U
2122193,-2.5284182,-45.1020393,1,PH01B004,53,U
2122195,-2.5283448,-45.10202,1,PH01B004,27,U
2122197,-2.5282685,-45.1019846,1,PH01B004,27,U
2124069,-2.5255833,-45.1045043,1,PH01B004,39,U
2126803,-2.527176103333,-45.10445477,1,PH01B004,27,U
2126808,-2.5271904,-45.1044673,1,PH01B004,157,U
2128828,-2.52673872,-45.102813953333,1,PH01B004,29,U
2132323,-2.527131013333,-45.10491013,1,PH01B004,73,U
2132947,-2.52575954,-45.102372456667,1,PH01B004,77,U
2139859,-2.527937126667,-45.102187093333,1,PH01B004,55,U
2144218,-2.5275683,-45.1050459,1,PH01B004,36,U
2144711,-2.527094273333,-45.104918553333,1,PH01B004,38,U
2152332,-2.5267114,-45.1043011,1,PH01B004,67,U
2154034,-2.5275061,-45.1044711,1,PH01B004,28,U
2203482,-2.527121943333,-45.102614043333,1,PH01B004,65,U
2207864,-2.526305863333,-45.10423849,1,PH01B004,52,U
2214419,-2.52624973,-45.10425251,1,PH01B004,49,U
2216915,-2.52601716,-45.104322265,1,PH01B004,42,U
2219889,-2.52637673,-45.102865155,1,PH01B004,56,U
2231477,-2.52562609,-45.1048264,1,PH01B004,78,U
2232854,-2.526413935,-45.10378783,1,PH01B004,40,U
2246278,-2.527898176667,-45.101826756667,1,PH01B004,35,U
2249897,-2.52664561,-45.10487233,1,PH01B004,17,U
2261602,-2.526948745,-45.102018715,1,PH01B004,185,U
2264384,-2.525991115,-45.10475255,1,PH01B004,99,U
2271530,-2.52691733,-45.10484644,1,PH01B004,129,U
2271548,-2.52704523,-45.10486015,1,PH01B004,42,U
2281910,-2.52700992,-45.10484065,1,PH01B004,62,U
2284516,-2.52677031,-45.10440671,1,PH01B004,68,U
2284520,-2.526585,-45.10476369,1,PH01B004,81,U
2285383,-2.526590163333,-45.104650386667,1,PH01B004,71,U
2296919,-2.5262042,-45.10655727,1,PH01B004,43,U
2317997,-2.528073823333,-45.1021472,1,PH01B004,41,U
2322208,-2.526849955,-45.10483176,1,PH01B004,77,U
2323054,-2.52681906,-45.10485655,1,PH01B004,90,U
2323941,-2.5266402,-45.1043745,1,PH01B004,31,U
2325966,-2.5270775,-45.1044293,1,PH01B004,30,U
2326821,-2.52657602,-45.104357065,1,PH01B004,108,U
2337092,-2.52662415,-45.104765535,1,PH01B004,88,U
2338372,-2.526906435,-45.10441531,1,PH01B004,36,U
2342087,-2.526103755,-45.10404829,1,PH01B004,123,U
2344620,-2.526814755,-45.10438408,1,PH01B004,35,U
2348252,-2.52658886,-45.10462058,1,PH01B004,40,U
2348778,-2.52696303,-45.10556926,1,PH01B004,38,U
2352757,-2.525777094997,-45.105857234448,1,PH01B004,231,U
2368031,-2.52622396,-45.10680215,1,PH01B004,72,U
2368040,-2.525442515,-45.103367025,1,PH01B004,50,U
2368848,-2.526112315,-45.10437746,1,PH01B004,30,U
2373316,-2.52666142,-45.10435688,1,PH01B004,27,U
2373660,-2.52611137,-45.10651859,1,PH01B004,41,U
2375795,-2.526871981099,-45.102003822103,1,PH01B004,54,U
2377553,-2.52660691,-45.10456784,1,PH01B004,91,U
2381880,-2.526729279198,-45.104345474392,1,PH01B004,27,U
2383833,-2.52697597,-45.10491558,1,PH01B004,19,U
2392912,-2.5261247,-45.10400433,1,PH01B004,110,U
2407563,-2.527395095676,-45.103965355083,1,PH01B004,54,U
2407573,-2.527354401536,-45.103938365355,1,PH01B004,69,U
2423489,-2.528204033151,-45.102020250633,1,PH01B004,53,U
2423808,-2.527651707642,-45.104006007314,1,PH01B004,42,U
2423810,-2.526848218404,-45.103907017037,1,PH01B004,129,U
2432677,-2.5259489,-45.1065236,1,PH01B004,65,U
2440203,-2.52613393,-45.10404931,1,PH01B004,81,U
2450837,-2.52709025,-45.1057284,1,PH01B004,368,U
2454416,-2.52624228,-45.10656175,1,PH01B004,41,U
2455950,-2.5254219,-45.10485739,1,PH01B004,77,U
2469145,-2.5268518,-45.10200287,1,PH01B004,42,U
2479543,-2.526033748873,-45.106534659863,1,PH01B004,43,U
2480001,-2.526342580095,-45.102273803204,1,PH01B004,72,U
2481083,-2.526136511005,-45.103244762868,1,PH01B004,69,U
2484575,-2.52681001,-45.10391567,1,PH01B004,27,U
2485415,-2.52771024,-45.10402829,1,PH01B004,51,U
2487840,-2.52632141,-45.10611843,1,PH01B004,168,U
2487904,-2.52778879,-45.10405031,1,PH01B004,42,U
291469,-2.5254711,-45.1024886,1,PH01B005,61,U
291470,-2.5252558,-45.1025955,1,PH01B005,66,U
291471,-2.5251404,-45.1026162,1,PH01B005,32,U
291475,-2.5253972,-45.1028886,1,PH01B005,54,U
291476,-2.5253817,-45.1029198,1,PH01B005,40,U
291477,-2.5252952,-45.1029438,1,PH01B005,27,U
291478,-2.52500761,-45.103066766667,1,PH01B005,39,U
291479,-2.5249388,-45.1030778,1,PH01B005,36,U
291480,-2.5248299,-45.1030853,1,PH01B005,28,U
291481,-2.5247629,-45.1031243,1,PH01B005,27,U
291870,-2.5246731,-45.1031217,1,PH01B005,37,U
291871,-2.5245492,-45.1031762,1,PH01B005,34,U
291872,-2.524743,-45.1035168,1,PH01B005,515,U
291873,-2.5248898,-45.1034995,1,PH01B005,29,U
291874,-2.5249197,-45.1034603,1,PH01B005,39,U
291875,-2.5249967,-45.1034414,1,PH01B005,41,U
291876,-2.5251787,-45.1033869,1,PH01B005,68,U
291877,-2.5253588,-45.1033279,1,PH01B005,22,U
291898,-2.5252111,-45.1040949,1,PH01B005,52,U
291899,-2.5251437,-45.104131,1,PH01B005,65,U
2023709,-2.5238357,-45.102076,1,PH01B005,27,U
2023710,-2.5239124,-45.1020032,1,PH01B005,56,U
2023711,-2.5238595,-45.1020678,1,PH01B005,86,U
2023712,-2.523942,-45.10206,1,PH01B005,45,U
2023714,-2.5239799,-45.1019788,1,PH01B005,44,U
2023715,-2.5239763,-45.1020232,1,PH01B005,54,U
2023716,-2.5236348,-45.1020848,1,PH01B005,17,U
2023717,-2.5240508,-45.1020512,1,PH01B005,51,U
2023718,-2.5235086,-45.1021222,1,PH01B005,56,U
2023720,-2.523688,-45.1020667,1,PH01B005,24,U
2023721,-2.5235231,-45.102113,1,PH01B005,26,U
2023722,-2.5237451,-45.1020426,1,PH01B005,31,U
2023723,-2.52358,-45.1020853,1,PH01B005,26,U
2025103,-2.5239103,-45.1023717,1,PH01B005,39,U
2025105,-2.5239642,-45.1023541,1,PH01B005,39,U
2025107,-2.5240085,-45.1023384,1,PH01B005,57,U
2025109,-2.5240871,-45.1023325,1,PH01B005,90,U
2026161,-2.5237008,-45.1024621,1,PH01B005,21,U
2026813,-2.5237508,-45.1024629,1,PH01B005,21,U
2027225,-2.5238303,-45.1024562,1,PH01B005,21,U
2028606,-2.5238879,-45.1024636,1,PH01B005,45,U
2028609,-2.5239515,-45.1024446,1,PH01B005,27,U
2029026,-2.5239809,-45.1024298,1,PH01B005,34,U
2029027,-2.524049,-45.1024091,1,PH01B005,32,U
2029029,-2.5240835,-45.1023975,1,PH01B005,25,U
2029031,-2.524172,-45.1023965,1,PH01B005,27,U
2029032,-2.5236799,-45.1024247,1,PH01B005,25,U
2029034,-2.5237215,-45.1024362,1,PH01B005,23,U
2029038,-2.5237318,-45.1024217,1,PH01B005,25,U
2029485,-2.5238116,-45.1023996,1,PH01B005,27,U
2029488,-2.5238549,-45.102379,1,PH01B005,25,U
2034438,-2.5218007,-45.102726,1,PH01B005,38,U
2042744,-2.5250842,-45.101976,1,PH01B005,49,U
2049803,-2.5243044,-45.1021477,1,PH01B005,80,U
2064197,-2.5246467,-45.104609,1,PH01B005,37,U
2066849,-2.522977,-45.1034591,1,PH01B005,109,U
2082985,-2.5242154,-45.1038649,1,PH01B005,63,U
