ID_INSTALACAO,LATITUDE,LONGITUDE,ETAPA,UL,TEMPO,TIPO
292641,-2.5312217233,-45.1004239,1,PH01B001,21,U
292642,-2.5311255,-45.1002521,1,PH01B001,50,U
293059,-2.5310777,-45.09967,1,PH01B001,23,U
293060,-2.5310488,-45.0996023,1,PH01B001,27,U
293057,-2.5311362,-45.0998707,1,PH01B001,25,U
293058,-2.5311154,-45.0997563,1,PH01B001,54,U
293061,-2.5311492,-45.0995348,1,PH01B001,78,U
293062,-2.5309999,-45.0995451,1,PH01B001,19,U
293063,-2.5310759,-45.0994579,1,PH01B001,16,U
293064,-2.5309219,-45.0992905,1,PH01B001,39,U
293065,-2.5308956,-45.0992319,1,PH01B001,38,U
293066,-2.5308178,-45.0990518,1,PH01B001,25,U
293067,-2.5307119,-45.0989104,1,PH01B001,35,U
293068,-2.5305165,-45.0989588,1,PH01B001,24,U
293069,-2.5301792,-45.0989254,1,PH01B001,38,U
293070,-2.5302532,-45.0989379,1,PH01B001,40,U
293071,-2.53103161,-45.09880016,1,PH01B001,91,U
293072,-2.5311536,-45.0987492,1,PH01B001,23,U
288107,-2.5285225167,-45.08098397,9,PH09B002,27,U
288108,-2.5283029033,-45.08086346,9,PH09B002,41,U
288105,-2.5285478967,-45.08106483,9,PH09B002,23,U
288106,-2.5285933133,-45.0809752833,9,PH09B002,59,U
288109,-2.5282205933,-45.0807631633,9,PH09B002,31,U
288110,-2.5281944667,-45.0808332067,9,PH09B002,30,U
288111,-2.5281444867,-45.0808129867,9,PH09B002,26,U
288112,-2.5281131367,-45.0807862567,9,PH09B002,48,U
288113,-2.52819279,-45.0807221267,9,PH09B002,31,U
288114,-2.5281334467,-45.0806969,9,PH09B002,27,U
288115,-2.5281527667,-45.0807961333,9,PH09B002,46,U
288116,-2.52809872,-45.0806502633,9,PH09B002,27,U
288117,-2.52801956,-45.0806147333,9,PH09B002,65,U
288118,-2.5279785,-45.0806999533,9,PH09B002,25,U
288119,-2.52793636,-45.0805773833,9,PH09B002,219,U
288120,-2.52787648,-45.0806523567,9,PH09B002,31,U
288121,-2.5278188267,-45.08059396,9,PH09B002,23,U
288122,-2.52730268,-45.0803203433,9,PH09B002,65,U
288123,-2.5273347833,-45.0802579933,9,PH09B002,69,U
288124,-2.52728945,-45.0802202533,9,PH09B002,94,U
288125,-2.52726066,-45.08030275,9,PH09B002,34,U
288126,-2.5272589,-45.0800997,9,PH09B002,29,U
288127,-2.5271188233,-45.0802331933,9,PH09B002,40,U
288128,-2.5271396133,-45.0801326267,9,PH09B002,44,U
288129,-2.52705858,-45.0801952867,9,PH09B002,32,U
288130,-2.52703478,-45.0801860167,9,PH09B002,42,U
288964,-2.52891208,-45.08241247,9,PH09B002,53,U
288965,-2.5289863233,-45.08246996,9,PH09B002,48,U
288960,-2.5288020433,-45.0823758667,9,PH09B002,18,U
288961,-2.5288596533,-45.0824074867,9,PH09B002,27,U
288966,-2.5291032067,-45.0825337067,9,PH09B002,52,U
288967,-2.5290195867,-45.08263863,9,PH09B002,16,U
288968,-2.52922168,-45.0825641567,9,PH09B002,29,U
288969,-2.5291733467,-45.0827218967,9,PH09B002,30,U
288970,-2.5292304533,-45.0827419733,9,PH09B002,62,U
288971,-2.5292791633,-45.08278169,9,PH09B002,25,U
289203,-2.5288448,-45.0801467,9,PH09B002,22,U
289204,-2.5288361,-45.0801603,9,PH09B002,25,U
289201,-2.5289042,-45.0800593,9,PH09B002,34,U
289202,-2.5288711,-45.0801052,9,PH09B002,25,U
289208,-2.528593,-45.0806893,9,PH09B002,146,U
289205,-2.5287912,-45.0802219,9,PH09B002,81,U
289206,-2.5287275,-45.0803135,9,PH09B002,367,U
289207,-2.5286295,-45.0806102,9,PH09B002,29,U
289209,-2.5285718,-45.0806993,9,PH09B002,41,U
289392,-2.5294960667,-45.0827475867,9,PH09B002,24,U
289389,-2.52933103,-45.0826486267,9,PH09B002,25,U
289390,-2.5294348533,-45.08270594,9,PH09B002,22,U
289391,-2.5294043033,-45.0828351833,9,PH09B002,30,U
289393,-2.5295403967,-45.0827746233,9,PH09B002,24,U
289394,-2.52952057,-45.08289681,9,PH09B002,27,U
289395,-2.5295612633,-45.08290028,9,PH09B002,19,U
289396,-2.52955317,-45.0827891267,9,PH09B002,23,U
289397,-2.52960259,-45.08283504,9,PH09B002,24,U
289398,-2.52963957,-45.08293322,9,PH09B002,40,U
289399,-2.5296854967,-45.0828710633,9,PH09B002,21,U
290483,-2.5300252,-45.0803982,9,PH09B002,35,U
290484,-2.5299023,-45.0805453,9,PH09B002,23,U
290485,-2.5299652,-45.0806244,9,PH09B002,52,U
290486,-2.5298887,-45.0806169,9,PH09B002,23,U
290487,-2.5298797,-45.0806412,9,PH09B002,67,U
290488,-2.5299593,-45.080664,9,PH09B002,24,U
290489,-2.5299617,-45.0807472,9,PH09B002,28,U
290490,-2.5298588,-45.0807217,9,PH09B002,27,U
290491,-2.529729,-45.0807706,9,PH09B002,32,U
290492,-2.5299314,-45.0807953,9,PH09B002,23,U
290493,-2.5299088,-45.08087,9,PH09B002,46,U
290494,-2.5298153,-45.0809029,9,PH09B002,31,U
290495,-2.5297874,-45.0809641,9,PH09B002,82,U
290496,-2.529893,-45.0810032,9,PH09B002,32,U
290032,-2.5299054917,-45.0807303981,9,PH09B002,60,U
1821445,-2.5301197,-45.094394,6,PH06B003,44,U
1821449,-2.5301316,-45.0943986,6,PH06B003,23,U
1821447,-2.5301258,-45.0943972,6,PH06B003,36,U
1821441,-2.5301224,-45.0943942,6,PH06B003,120,U
1821566,-2.5302589,-45.0955159,6,PH06B003,48,U
1821882,-2.527928,-45.0951996,6,PH06B003,31,U
1829963,-2.5269842,-45.0956822,6,PH06B003,61,U
1843835,-2.5273696,-45.0956208,6,PH06B003,776,U
1851357,-2.5300925,-45.0943545,6,PH06B003,27,U
1851779,-2.5296836,-45.0943708,6,PH06B003,42,U
1853114,-2.530671,-45.0948789,6,PH06B003,149,U
1863552,-2.5301805,-45.094473,6,PH06B003,50,U
1867560,-2.5297338,-45.0958664,6,PH06B003,27,U
1874936,-2.5269065,-45.0957507,6,PH06B003,26,U
1895604,-2.5270464,-45.0966902,6,PH06B003,42,U
1918403,-2.5274816,-45.0954944,6,PH06B003,16,U
1923533,-2.5272384,-45.0957195,6,PH06B003,23,U
1933202,-2.5266162,-45.0953238,6,PH06B003,38,U
1935089,-2.5301702,-45.0944598,6,PH06B003,24,U
1949036,-2.5301742,-45.094049,6,PH06B003,19,U
1949373,-2.529718655,-45.09436668,6,PH06B003,18,U
1953581,-2.527314,-45.0956432,6,PH06B003,32,U
1961543,-2.5271911,-45.0957658,6,PH06B003,31,U
1978636,-2.5296958,-45.0943024,6,PH06B003,67,U
1990295,-2.5286754,-45.094932,6,PH06B003,18,U
2005178,-2.5301994,-45.0941403,6,PH06B003,41,U
2006953,-2.5307364,-45.0947235,6,PH06B003,104,U
2008948,-2.5279864,-45.0952852,6,PH06B003,30,U
2024317,-2.5263076,-45.0969849,6,PH06B003,35,U
2024856,-2.52796218,-45.09522332,6,PH06B003,35,U
2025320,-2.5289569,-45.09595609,6,PH06B003,14,U
2026339,-2.5271169,-45.0966891,6,PH06B003,14,U
2028492,-2.5283529,-45.0951013,6,PH06B003,24,U
2031964,-2.5291502,-45.0959625,6,PH06B003,64,U
2048695,-2.53009868,-45.09403842,6,PH06B003,25,U
2053050,-2.5301136,-45.0944377,6,PH06B003,15,U
2076364,-2.5307044,-45.0940445,6,PH06B003,15,U
2081448,-2.5275403,-45.0954095,6,PH06B003,19,U
2083927,-2.5291643,-45.0948558,6,PH06B003,27,U
2097882,-2.5305862,-45.0940372,6,PH06B003,63,U
2134088,-2.5287188667,-45.0961306967,6,PH06B003,37,U
2134091,-2.5287162767,-45.0961082733,6,PH06B003,24,U
2136296,-2.5286968367,-45.09610267,6,PH06B003,41,U
2144204,-2.5294748,-45.0944906,6,PH06B003,48,U
2144410,-2.5279751,-45.0952883,6,PH06B003,41,U
2150726,-2.5286743167,-45.0961114167,6,PH06B003,75,U
290915,-2.5306109,-45.0986022,6,PH06B004,15,U
290916,-2.5306821,-45.0985324,6,PH06B004,21,U
290917,-2.5303573,-45.0981279,6,PH06B004,27,U
290918,-2.5303108,-45.098067,6,PH06B004,13,U
290919,-2.5302935,-45.0980007,6,PH06B004,37,U
290920,-2.5302508,-45.0979315,6,PH06B004,34,U
290921,-2.5303494,-45.0978776,6,PH06B004,41,U
290922,-2.5302391,-45.0978768,6,PH06B004,39,U
290923,-2.5301759,-45.0977676,6,PH06B004,21,U
290924,-2.5303026,-45.0977151,6,PH06B004,22,U
290925,-2.5302996,-45.0976603,6,PH06B004,19,U
2181129,-2.52635123,-45.0961587567,6,PH06B003,54,U
2168937,-2.52630137,-45.0956217167,6,PH06B003,53,U
2169250,-2.5279695,-45.0963554,6,PH06B003,24,U
2238545,-2.52800466,-45.09638874,6,PH06B003,21,U
2242559,-2.52766809,-45.09641942,6,PH06B003,11,U
2261670,-2.52944561,-45.09454858,6,PH06B003,34,U
2269181,-2.53063647,-45.09401938,6,PH06B003,348,U
2285476,-2.52974214,-45.09427953,6,PH06B003,214,U
2330058,-2.5297284918,-45.0958192348,6,PH06B003,81,U
2330061,-2.5297230016,-45.0957720447,6,PH06B003,22,U
2351872,-2.526622235,-45.096896515,6,PH06B003,51,U
2369973,-2.52957264,-45.09440081,6,PH06B003,59,U
2372550,-2.5279827509,-45.0952177495,6,PH06B003,11,U
2388610,-2.5297287013,-45.0958572049,6,PH06B003,36,U
2398601,-2.5299890013,-45.0953817833,6,PH06B003,30,U
2410070,-2.52659774,-45.09533644,6,PH06B003,154,U
2424215,-2.5268291915,-45.0957910717,6,PH06B003,52,U
2430910,-2.52621652,-45.0956847,6,PH06B003,121,U
2433790,-2.5281029067,-45.095027245,6,PH06B003,15,U
2437248,-2.53014436,-45.09533642,6,PH06B003,41,U
2444227,-2.5281680242,-45.0951463145,6,PH06B003,44,U
2449123,-2.5279897916,-45.0951903882,6,PH06B003,22,U
2453849,-2.53036797,-45.09543396,6,PH06B003,54,U
2465233,-2.528121409,-45.0950871295,6,PH06B003,21,U
2466801,-2.5294583571,-45.0944766854,6,PH06B003,56,U
2470357,-2.5278355834,-45.0952434576,6,PH06B003,42,U
2480564,-2.52922623,-45.0948626,6,PH06B003,54,U
2481399,-2.52921476,-45.09485277,6,PH06B003,32,U
2483575,-2.52812017,-45.09510726,6,PH06B003,54,U
2483932,-2.53048999,-45.0950664,6,PH06B003,29,U
2484794,-2.5282779718,-45.0952479816,6,PH06B003,29,U
288276,-2.5298148,-45.0966674,6,PH06B004,36,U
288277,-2.5297422,-45.0965356,6,PH06B004,26,U
288278,-2.5296802,-45.0964988,6,PH06B004,18,U
288279,-2.5296931,-45.0964921,6,PH06B004,25,U
288280,-2.5296014,-45.0963741,6,PH06B004,19,U
288281,-2.5295367,-45.0962972,6,PH06B004,27,U
291350,-2.5301446,-45.0972468,6,PH06B004,13,U
291357,-2.5298674,-45.0966897,6,PH06B004,41,U
2490600,-2.5282026327,-45.0950265445,6,PH06B003,17,U
2489801,-2.5281675605,-45.0951714756,6,PH06B003,19,U
2490238,-2.5281185,-45.0955788,6,PH06B003,79,U
291194,-2.5285852,-45.0965665,6,PH06B004,27,U
291195,-2.5286059,-45.0966081,6,PH06B004,22,U
291343,-2.5301325,-45.0977025,6,PH06B004,27,U
291344,-2.5303022,-45.0976253,6,PH06B004,51,U
291345,-2.5300746,-45.0977039,6,PH06B004,28,U
291346,-2.530255,-45.0975733,6,PH06B004,58,U
291347,-2.530092,-45.0975259,6,PH06B004,28,U
291348,-2.5300435,-45.0974623,6,PH06B004,58,U
291349,-2.5301779,-45.0973576,6,PH06B004,21,U
291351,-2.5301188,-45.0971164,6,PH06B004,139,U
291352,-2.5300911,-45.0969975,6,PH06B004,27,U
291353,-2.5300737,-45.0969568,6,PH06B004,25,U
291354,-2.5300787,-45.0969392,6,PH06B004,14,U
291355,-2.5300385,-45.0968346,6,PH06B004,25,U
291356,-2.530002,-45.0967109,6,PH06B004,40,U
291358,-2.5299282,-45.0967924,6,PH06B004,27,U
291359,-2.5299821,-45.0970044,6,PH06B004,38,U
291360,-2.5299839,-45.0970188,6,PH06B004,23,U
291361,-2.5300155,-45.0972122,6,PH06B004,49,U
291362,-2.5298673,-45.0973557,6,PH06B004,18,U
291363,-2.5298022,-45.0974573,6,PH06B004,34,U
291364,-2.5297554,-45.0975683,6,PH06B004,36,U
291365,-2.5297133,-45.0976581,6,PH06B004,18,U
291366,-2.5297151646,-45.0978099369,6,PH06B004,82,U
291367,-2.5297058,-45.097913,6,PH06B004,37,U
291368,-2.5296784,-45.0979828,6,PH06B004,22,U
291369,-2.5296723,-45.0979939,6,PH06B004,32,U
291370,-2.5295999,-45.0982096,6,PH06B004,65,U
291628,-2.53037405,-45.0964754,6,PH06B004,38,U
291625,-2.5298809,-45.0961842,6,PH06B004,42,U
291626,-2.5300099,-45.0966266,6,PH06B004,19,U
291627,-2.530132,-45.0965868,6,PH06B004,61,U
291629,-2.5307983,-45.0963217,6,PH06B004,106,U
291788,-2.5296089,-45.0981068,6,PH06B004,24,U
291789,-2.5296379,-45.097847,6,PH06B004,41,U
291790,-2.529556,-45.0980111,6,PH06B004,27,U
291791,-2.5294397,-45.0986611,6,PH06B004,42,U
291792,-2.5293682,-45.0988497,6,PH06B004,102,U
291795,-2.5292446,-45.0988742,6,PH06B004,24,U
294071,-2.52986201,-45.0963629367,6,PH06B004,41,U
294072,-2.5298332,-45.0962214,6,PH06B004,24,U
1034950,-2.5302202,-45.0978251,6,PH06B004,14,U
1034949,-2.5304186,-45.0983098,6,PH06B004,32,U
1034951,-2.5299565,-45.0969002,6,PH06B004,39,U
1033417,-2.5298817,-45.0965441,6,PH06B004,29,U
1038460,-2.5295183,-45.0962795,6,PH06B004,23,U
1070583,-2.5287101,-45.0967836,6,PH06B004,29,U
1085630,-2.5304707,-45.0983618,6,PH06B004,52,U
1100141,-2.5295416,-45.0983364,6,PH06B004,37,U
1108083,-2.52981109,-45.0976906067,6,PH06B004,38,U
1110355,-2.5296219,-45.0980706,6,PH06B004,19,U
1124089,-2.5306384,-45.0984149,6,PH06B004,34,U
1125946,-2.5296897,-45.0977518,6,PH06B004,112,U
2437247,-2.53049506,-45.09644513,6,PH06B004,63,U
1174602,-2.5291682,-45.0975359,6,PH06B004,14,U
1151784,-2.5298456,-45.0962854,6,PH06B004,12,U
1156015,-2.5290435,-45.097306,6,PH06B004,17,U
1176316,-2.5288919,-45.0970319,6,PH06B004,27,U
1177342,-2.5289942,-45.0972088,6,PH06B004,18,U
1177344,-2.529058,-45.0973404,6,PH06B004,38,U
1177760,-2.5290015,-45.0972393,6,PH06B004,106,U
1180475,-2.5296099,-45.0982393,6,PH06B004,16,U
1195033,-2.52858135,-45.0967565,6,PH06B004,25,U
1200464,-2.5290702,-45.0975324,6,PH06B004,21,U
1203744,-2.5291938,-45.0975426,6,PH06B004,40,U
1212770,-2.5292478,-45.0988462,6,PH06B004,128,U
1214544,-2.5291495,-45.0974729,6,PH06B004,28,U
1216893,-2.528855,-45.0969889,6,PH06B004,36,U
1228962,-2.5287112,-45.0968942,6,PH06B004,31,U
1240323,-2.5287269,-45.0968063,6,PH06B004,23,U
1263565,-2.5301933,-45.097432,6,PH06B004,29,U
1273163,-2.5299108733,-45.0968421733,6,PH06B004,80,U
1294482,-2.5303374,-45.0978409,6,PH06B004,31,U
1355696,-2.5286628,-45.0966984,6,PH06B004,31,U
1380426,-2.5291237,-45.0974283,6,PH06B004,17,U
1392560,-2.5285584,-45.0967427,6,PH06B004,26,U
1401253,-2.5306964,-45.0985922,6,PH06B004,39,U
1427345,-2.5292786,-45.0977041,6,PH06B004,50,U
1447164,-2.5292559,-45.0976686,6,PH06B004,21,U
1851426,-2.5304885,-45.098404,6,PH06B004,16,U
2372878,-2.529324765,-45.097935745,6,PH06B004,75,U
2481172,-2.52872075,-45.09699593,6,PH06B004,27,U
1875042,-2.5450443,-45.1287794,27,PH27B006,95,R
2134152,-2.54004527,-45.1298502167,27,PH27B006,37,R
2214011,-2.5432408333,-45.1252303633,27,PH27B006,54,R
1509240,-2.5296066,-45.0981732,6,PH06B004,32,U
1501801,-2.5303413,-45.0977872,6,PH06B004,21,U
1508512,-2.5292875,-45.0979147,6,PH06B004,39,U
1533776,-2.5301546,-45.0972893,6,PH06B004,28,U
1544569,-2.5298103,-45.0976323,6,PH06B004,23,U
1555748,-2.5287637,-45.0969668,6,PH06B004,142,U
1636467,-2.5288344,-45.0972497,6,PH06B004,45,U
1639160,-2.528859,-45.0972844,6,PH06B004,29,U
1642196,-2.5304826,-45.0961774,6,PH06B004,75,U
1643408,-2.5289146,-45.0971062,6,PH06B004,25,U
1673357,-2.5292429,-45.0977624,6,PH06B004,18,U
1677037,-2.53001247,-45.0966309633,6,PH06B004,102,U
1685039,-2.5306007,-45.0985698,6,PH06B004,41,U
1724940,-2.5297205,-45.0976508,6,PH06B004,24,U
1755996,-2.5305906963,-45.0963350153,6,PH06B004,208,U
1764947,-2.529509,-45.098412,6,PH06B004,37,U
1773091,-2.529378,-45.0978621,6,PH06B004,15,U
1773096,-2.5293399,-45.0977989,6,PH06B004,115,U
1783466,-2.5291532,-45.0976257,6,PH06B004,22,U
1794929,-2.5292614,-45.0978487,6,PH06B004,16,U
1813540,-2.529259,-45.0988188,6,PH06B004,189,U
1816734,-2.5288292,-45.0969655,6,PH06B004,18,U
1832178,-2.5301109,-45.0970548,6,PH06B004,44,U
1865876,-2.5305065,-45.0982151,6,PH06B004,21,U
1899243,-2.5302512,-45.0976539,6,PH06B004,21,U
1900959,-2.5287693,-45.0968679,6,PH06B004,27,U
1915328,-2.5298867,-45.0972897,6,PH06B004,22,U
1915343,-2.529886,-45.0972892,6,PH06B004,28,U
1921433,-2.5291586,-45.0976335,6,PH06B004,17,U
1946667,-2.5295818,-45.09634,6,PH06B004,19,U
1963121,-2.528633,-45.0968257,6,PH06B004,23,U
1977748,-2.52995,-45.0971701,6,PH06B004,24,U
1977567,-2.5438516,-45.1283354,27,PH27B006,56,R
1982071,-2.52913,-45.0975933,6,PH06B004,17,U
1994128,-2.5302551,-45.0979632,6,PH06B004,27,U
2004024,-2.5295078,-45.0981494,6,PH06B004,54,U
2051777,-2.5299038,-45.0967243,6,PH06B004,14,U
2066485,-2.5292136,-45.0989104,6,PH06B004,23,U
2070035,-2.5301794,-45.0974375,6,PH06B004,28,U
2074650,-2.5292582,-45.097811,6,PH06B004,26,U
2164941,-2.5287046,-45.0969753,6,PH06B004,12,U
2164942,-2.5287373,-45.0969553,6,PH06B004,12,U
2164945,-2.5287066,-45.0969705,6,PH06B004,34,U
2177623,-2.5301851,-45.0976727,6,PH06B004,22,U
2191781,-2.529509975,-45.09624634,6,PH06B004,41,U
2215251,-2.5286680033,-45.0970057667,6,PH06B004,14,U
2218717,-2.5304745967,-45.09809646,6,PH06B004,21,U
2237420,-2.5286996233,-45.0969813433,6,PH06B004,14,U
2254805,-2.5289988767,-45.0974461833,6,PH06B004,85,U
2258332,-2.5298272067,-45.0975570967,6,PH06B004,45,U
2280617,-2.52871944,-45.0969862567,6,PH06B004,14,U
2292780,-2.53001219,-45.09675807,6,PH06B004,408,U
2308275,-2.53055328,-45.098267045,6,PH06B004,54,U
2311181,-2.52990514,-45.096206125,6,PH06B004,14,U
2358725,-2.53071627,-45.09601944,6,PH06B004,39,U
2422730,-2.5307514193,-45.0960317999,6,PH06B004,38,U
2430363,-2.53014209,-45.09724788,6,PH06B004,14,U
2442137,-2.52936645,-45.09794704,6,PH06B004,19,U
1854815,-2.5451488,-45.12882,27,PH27B006,92,R
1858805,-2.5407031,-45.1276652,27,PH27B006,174,R
1882408,-2.546989,-45.126982,27,PH27B006,43,R
1883888,-2.5491627,-45.1250454,27,PH27B006,98,R
1885702,-2.548399,-45.1259674,27,PH27B006,61,R
1885711,-2.549315,-45.1241443,27,PH27B006,51,R
1890516,-2.5390971,-45.1200348,27,PH27B006,45,R
1892866,-2.5441483,-45.1281593,27,PH27B006,83,R
1903203,-2.5366544,-45.1199729,27,PH27B006,35,R
1913782,-2.539167295,-45.12018528,27,PH27B006,52,R
1915795,-2.5428658,-45.127527,27,PH27B006,63,R
1916319,-2.5376224,-45.1201954,27,PH27B006,136,R
1936717,-2.5389192,-45.1195084,27,PH27B006,66,R
1939149,-2.5428096,-45.1282288,27,PH27B006,50,R
1943863,-2.5365956,-45.1210876,27,PH27B006,32,R
1953373,-2.5437747,-45.127556,27,PH27B006,41,R
1958230,-2.5380806,-45.1204308,27,PH27B006,15,R
1989655,-2.5430523,-45.1260437,27,PH27B006,17,R
2004835,-2.5443405,-45.1290249,27,PH27B006,34,R
2015189,-2.5462179,-45.1286982,27,PH27B006,117,R
2015809,-2.5353597,-45.1206304,27,PH27B006,41,R
2029494,-2.5445554,-45.1280568,27,PH27B006,37,R
2043099,-2.5480518,-45.1263501,27,PH27B006,93,R
2067925,-2.5366401,-45.1206353,27,PH27B006,11,R
2072193,-2.5458483,-45.1297777,27,PH27B006,65,R
2077121,-2.5432819,-45.1284235,27,PH27B006,62,R
2091394,-2.5389601,-45.1196269,27,PH27B006,46,R
2091728,-2.5472413,-45.1235155,27,PH27B006,46,R
2098139,-2.5443192,-45.1281419,27,PH27B006,43,R
2099781,-2.5359164,-45.1215937,27,PH27B006,18,R
2110352,-2.543545,-45.1291733,27,PH27B006,93,R
2110479,-2.5429284,-45.1282658,27,PH27B006,22,R
2111375,-2.5438333,-45.1312502,27,PH27B006,22,R
2126687,-2.5395056667,-45.13040876,27,PH27B006,212,R
2132563,-2.5438977,-45.129082,27,PH27B006,166,R
2134714,-2.54295214,-45.1267361767,27,PH27B006,46,R
2137632,-2.5372402,-45.1197995,27,PH27B006,98,R
2137641,-2.5426464,-45.1287111,27,PH27B006,58,R
2139591,-2.5400048867,-45.12987826,27,PH27B006,54,R
2139813,-2.54302268,-45.126520605,27,PH27B006,54,R
2142557,-2.5438448933,-45.13140263,27,PH27B006,34,R
2152394,-2.5354449667,-45.12074619,27,PH27B006,54,R
2156178,-2.5410639,-45.1282389,27,PH27B006,151,R
2157772,-2.54564438,-45.12936596,27,PH27B006,203,R
2161760,-2.54607385,-45.1289703867,27,PH27B006,83,R
2163859,-2.5396398767,-45.1289063133,27,PH27B006,59,R
2163861,-2.53852505,-45.1296627267,27,PH27B006,64,R
2163865,-2.5401596233,-45.12861252,27,PH27B006,59,R
2192593,-2.5396307667,-45.12902687,27,PH27B006,48,R
2201910,-2.53647563,-45.1202958533,27,PH27B006,29,R
2238769,-2.5329430767,-45.1288656167,27,PH27B006,131,R
2351984,-2.537150795,-45.119714895,27,PH27B006,28,R
2373054,-2.5393355,-45.129123995,27,PH27B006,36,R
2223927,-2.5329397467,-45.1288718567,27,PH27B006,19,R
2228318,-2.54314659,-45.12354215,27,PH27B006,132,R
2237930,-2.5394179933,-45.13076238,27,PH27B006,59,R
2246558,-2.54600576,-45.127341605,27,PH27B006,66,R
